id,categoria,nombre,marca,descripcion,unidad_medida,precio_unitario,tipo_suelo,resistencia_climática,facilidad_instalación,mantenimiento_requerido,compatible_calefacción_radiante,cumple_normativa_UE,precio_m2_estimado,recomendado_zonas_húmedas,moneda
347,Clavos,MasterBuild Clavos,MasterBuild,MasterBuild - Clavos alta calidad para construcción profesional,litro,285.8,Parquet,Alta,Compleja,Bajo,Sí,True,285.8,No,EUR
348,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos uso profesional para construcción profesional,m²,78.26,Cerámica,Baja,Fácil,Medio,No,True,78.26,Sí,EUR
349,Impermeabilizantes,Construmax Impermeabilizantes,Construmax,Construmax - Impermeabilizantes alta calidad para construcción profesional,kg,698.24,Vinilo,Baja,Fácil,Medio,No,True,13964.8,No,EUR
350,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera resistente para construcción profesional,m³,136.85,Cerámica,Baja,Media,Alto,No,True,136.85,No,EUR
351,Varillas,HomeQuality Varillas,HomeQuality,HomeQuality - Varillas alta calidad para construcción profesional,litro,936.97,Laminado,Alta,Media,Bajo,Sí,True,936.97,No,EUR
352,Impermeabilizantes,MasterBuild Impermeabilizantes,MasterBuild,MasterBuild - Impermeabilizantes alta calidad para construcción profesional,litro,517.18,Laminado,Alta,Compleja,Medio,Sí,True,517.18,Sí,EUR
353,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,metro lineal,549.05,Vinilo,Alta,Fácil,Medio,No,True,549.05,Sí,EUR
354,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Laminado,Alta,Fácil,Bajo,Sí,True,9.0,Sí,EUR
355,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques pesado para construcción profesional,metro lineal,671.41,Laminado,Baja,Compleja,Bajo,Sí,True,671.41,Sí,EUR
356,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques divisorio para construcción profesional,kg,690.59,Vinilo,Baja,Compleja,Medio,No,True,13811.8,No,EUR
357,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería uso profesional para construcción profesional,litro,630.7,Cerámica,Baja,Media,Medio,No,True,630.7,Sí,EUR
358,Ladrillos,MasterBuild Ladrillos,MasterBuild,MasterBuild - Ladrillos refractario para construcción profesional,unidad,881.24,Vinilo,Alta,Media,Alto,Sí,True,881.24,Sí,EUR
359,Clavos,BuildMaster Clavos,BuildMaster,BuildMaster - Clavos durable para construcción profesional,rollo,862.15,Cerámica,Baja,Media,Bajo,Sí,True,862.15,Sí,EUR
360,Azulejos,ProConstruct Azulejos,ProConstruct,ProConstruct - Azulejos alta calidad para construcción profesional,m³,652.6,Vinilo,Media,Media,Medio,No,True,652.6,Sí,EUR
361,Varillas,HomeQuality Varillas,HomeQuality,HomeQuality - Varillas uso profesional para construcción profesional,metro lineal,532.72,Cerámica,Baja,Compleja,Alto,No,True,532.72,No,EUR
362,Grava,HomeBuilder Grava,HomeBuilder,"HomeBuilder - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Laminado,Baja,Fácil,Medio,Sí,True,5.6,No,EUR
363,Ladrillos,ProConstruct Ladrillos,ProConstruct,ProConstruct - Ladrillos hueco para construcción profesional,litro,248.92,Mármol,Baja,Fácil,Bajo,No,True,248.92,No,EUR
364,Pintura,EliteTools Pintura,EliteTools,EliteTools - Pintura durable para construcción profesional,saco,398.18,Laminado,Alta,Fácil,Medio,No,True,199.09,Sí,EUR
365,Cable eléctrico,HomeBuilder Cable eléctrico,HomeBuilder,HomeBuilder - Cable eléctrico durable para construcción profesional,rollo,336.67,Vinilo,Media,Media,Bajo,Sí,True,336.67,Sí,EUR
366,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena fina para construcción profesional,saco (25 kg),2.5,Laminado,Alta,Compleja,Bajo,Sí,True,5.0,Sí,EUR
367,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Piedra Natural,Media,Media,Bajo,No,True,9.0,No,EUR
368,Bloques,BuildMaster Bloques,BuildMaster,BuildMaster - Bloques pesado para construcción profesional,saco,807.22,Cerámica,Media,Media,Alto,No,True,403.61,No,EUR
369,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico uso profesional para construcción profesional,rollo,179.75,Parquet,Media,Media,Medio,No,True,179.75,Sí,EUR
370,Clavos,ConstructTech Clavos,ConstructTech,ConstructTech - Clavos durable para construcción profesional,kg,629.49,Laminado,Alta,Compleja,Medio,No,True,12589.8,No,EUR
371,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas uso profesional para construcción profesional,rollo,236.67,Piedra Natural,Baja,Compleja,Bajo,Sí,True,236.67,No,EUR
372,Bloques,MaxiMaterials Bloques,MaxiMaterials,MaxiMaterials - Bloques pesado para construcción profesional,kg,844.91,Cerámica,Baja,Media,Alto,Sí,True,16898.2,No,EUR
373,Tubería,ProConstruct Tubería,ProConstruct,ProConstruct - Tubería uso profesional para construcción profesional,m³,562.17,Laminado,Alta,Fácil,Bajo,Sí,True,562.17,No,EUR
374,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Parquet,Media,Compleja,Alto,No,True,9.0,No,EUR
375,Grava,ProConstruct Grava,ProConstruct,ProConstruct - Grava triturada para construcción profesional,saco (25 kg),2.8,Vinilo,Alta,Fácil,Bajo,Sí,True,5.6,Sí,EUR
376,Impermeabilizantes,HomeBuilder Impermeabilizantes,HomeBuilder,HomeBuilder - Impermeabilizantes resistente para construcción profesional,kg,54.66,Cerámica,Alta,Fácil,Alto,No,True,1093.2,No,EUR
377,Tubería,HomeBuilder Tubería,HomeBuilder,HomeBuilder - Tubería alta calidad para construcción profesional,m³,422.03,Vinilo,Alta,Fácil,Medio,No,True,422.03,No,EUR
378,Selladores,MaxiMaterials Selladores,MaxiMaterials,MaxiMaterials - Selladores resistente para construcción profesional,unidad,435.94,Cerámica,Baja,Compleja,Bajo,Sí,True,435.94,Sí,EUR
379,Cable eléctrico,HomeQuality Cable eléctrico,HomeQuality,HomeQuality - Cable eléctrico alta calidad para construcción profesional,rollo,984.7,Parquet,Media,Fácil,Medio,Sí,True,984.7,No,EUR
380,Grava,BuildPro Grava,BuildPro,BuildPro - Grava de río para construcción profesional,saco (25 kg),2.8,Vinilo,Media,Media,Medio,Sí,True,5.6,No,EUR
381,Impermeabilizantes,ConstructTech Impermeabilizantes,ConstructTech,ConstructTech - Impermeabilizantes durable para construcción profesional,m³,826.86,Mármol,Media,Fácil,Alto,No,True,826.86,Sí,EUR
382,Tornillos,BuildMaster Tornillos,BuildMaster,BuildMaster - Tornillos uso profesional para construcción profesional,m³,159.27,Mármol,Media,Compleja,Medio,No,True,159.27,No,EUR
383,Grava,ConstructTech Grava,ConstructTech,ConstructTech - Grava clasificada para construcción profesional,saco (25 kg),2.8,Parquet,Media,Fácil,Bajo,Sí,True,5.6,Sí,EUR
384,Selladores,MaxiMaterials Selladores,MaxiMaterials,MaxiMaterials - Selladores alta calidad para construcción profesional,unidad,29.2,Piedra Natural,Baja,Compleja,Bajo,Sí,True,29.2,No,EUR
385,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos uso profesional para construcción profesional,saco,218.49,Parquet,Media,Media,Bajo,No,True,109.24,No,EUR
386,Cemento,BuildMaster Cemento,BuildMaster,BuildMaster - Cemento secado rápido para construcción profesional,saco (25 kg),4.5,Parquet,Media,Media,Medio,No,True,9.0,Sí,EUR
387,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos uso profesional para construcción profesional,m²,998.34,Laminado,Alta,Compleja,Alto,Sí,True,998.34,No,EUR
388,Pintura,ConstructTech Pintura,ConstructTech,ConstructTech - Pintura durable para construcción profesional,rollo,504.84,Mármol,Alta,Fácil,Alto,Sí,True,504.84,No,EUR
389,Selladores,MaxiMaterials Selladores,MaxiMaterials,MaxiMaterials - Selladores resistente para construcción profesional,unidad,355.89,Laminado,Media,Fácil,Bajo,No,True,355.89,Sí,EUR
390,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos uso profesional para construcción profesional,rollo,964.45,Cerámica,Baja,Media,Medio,No,True,964.45,Sí,EUR
391,Bloques,BuildPro Bloques,BuildPro,BuildPro - Bloques estructural para construcción profesional,rollo,708.04,Laminado,Alta,Compleja,Medio,Sí,True,708.04,Sí,EUR
392,Madera,BuildPro Madera,BuildPro,BuildPro - Madera resistente para construcción profesional,litro,779.2,Mármol,Media,Compleja,Medio,No,True,779.2,No,EUR
393,Tornillos,ConstructTech Tornillos,ConstructTech,ConstructTech - Tornillos durable para construcción profesional,kg,124.83,Parquet,Alta,Compleja,Alto,Sí,True,2496.6,Sí,EUR
394,Tornillos,ConstructTech Tornillos,ConstructTech,ConstructTech - Tornillos resistente para construcción profesional,rollo,392.2,Vinilo,Media,Media,Medio,No,True,392.2,No,EUR
395,Ladrillos,HomeQuality Ladrillos,HomeQuality,HomeQuality - Ladrillos macizo para construcción profesional,metro lineal,47.2,Parquet,Media,Fácil,Medio,No,True,47.2,No,EUR
396,Bloques,BuildPro Bloques,BuildPro,BuildPro - Bloques ligero para construcción profesional,metro lineal,392.12,Cerámica,Media,Fácil,Alto,Sí,True,392.12,Sí,EUR
397,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores durable para construcción profesional,m²,156.11,Mármol,Media,Compleja,Medio,No,True,156.11,Sí,EUR
398,Cemento,MasterBuild Cemento,MasterBuild,MasterBuild - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Piedra Natural,Alta,Media,Alto,Sí,True,9.0,No,EUR
399,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques ligero para construcción profesional,rollo,394.93,Piedra Natural,Alta,Compleja,Alto,Sí,True,394.93,No,EUR
400,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos resistente para construcción profesional,m³,659.99,Piedra Natural,Media,Compleja,Bajo,No,True,659.99,No,EUR
401,Arena,Construmax Arena,Construmax,Construmax - Arena lavada para construcción profesional,saco (25 kg),2.5,Vinilo,Media,Media,Alto,No,True,5.0,Sí,EUR
402,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos alta calidad para construcción profesional,rollo,263.41,Parquet,Media,Compleja,Medio,No,True,263.41,No,EUR
403,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas resistente para construcción profesional,litro,647.17,Cerámica,Media,Compleja,Medio,No,True,647.17,Sí,EUR
404,Tubería,HomeQuality Tubería,HomeQuality,HomeQuality - Tubería uso profesional para construcción profesional,litro,909.51,Mármol,Baja,Compleja,Alto,No,True,909.51,Sí,EUR
405,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Piedra Natural,Media,Fácil,Medio,No,True,9.0,Sí,EUR
406,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas alta calidad para construcción profesional,unidad,135.02,Laminado,Alta,Fácil,Alto,Sí,True,135.02,Sí,EUR
407,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Mármol,Media,Compleja,Medio,Sí,True,9.0,Sí,EUR
408,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores alta calidad para construcción profesional,unidad,738.14,Cerámica,Alta,Compleja,Alto,Sí,True,738.14,No,EUR
409,Arena,HomeQuality Arena,HomeQuality,HomeQuality - Arena gruesa para construcción profesional,saco (25 kg),2.5,Piedra Natural,Alta,Compleja,Alto,No,True,5.0,No,EUR
410,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas durable para construcción profesional,litro,764.74,Piedra Natural,Baja,Media,Bajo,Sí,True,764.74,Sí,EUR
411,Tubería,MasterBuild Tubería,MasterBuild,MasterBuild - Tubería alta calidad para construcción profesional,rollo,137.65,Piedra Natural,Alta,Fácil,Medio,Sí,True,137.65,No,EUR
412,Selladores,ProConstruct Selladores,ProConstruct,ProConstruct - Selladores uso profesional para construcción profesional,metro lineal,444.7,Parquet,Media,Fácil,Medio,Sí,True,444.7,Sí,EUR
413,Cemento,ConstructTech Cemento,ConstructTech,ConstructTech - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Vinilo,Alta,Compleja,Bajo,Sí,True,9.0,Sí,EUR
414,Clavos,BuildMaster Clavos,BuildMaster,BuildMaster - Clavos alta calidad para construcción profesional,m³,282.41,Laminado,Media,Media,Alto,Sí,True,282.41,Sí,EUR
415,Pintura,MaxiMaterials Pintura,MaxiMaterials,MaxiMaterials - Pintura alta calidad para construcción profesional,kg,848.34,Parquet,Baja,Compleja,Alto,Sí,True,16966.8,No,EUR
416,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos uso profesional para construcción profesional,kg,671.5,Piedra Natural,Baja,Fácil,Bajo,No,True,13430.0,No,EUR
417,Varillas,Construmax Varillas,Construmax,Construmax - Varillas uso profesional para construcción profesional,metro lineal,259.26,Piedra Natural,Baja,Media,Medio,No,True,259.26,No,EUR
418,Cemento,ConstructTech Cemento,ConstructTech,ConstructTech - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Cerámica,Baja,Compleja,Alto,No,True,9.0,No,EUR
419,Impermeabilizantes,EliteTools Impermeabilizantes,EliteTools,EliteTools - Impermeabilizantes durable para construcción profesional,saco,856.6,Cerámica,Alta,Fácil,Medio,No,True,428.3,Sí,EUR
420,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos durable para construcción profesional,saco,281.08,Laminado,Media,Compleja,Bajo,Sí,True,140.54,Sí,EUR
421,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena fina para construcción profesional,saco (25 kg),2.5,Parquet,Media,Fácil,Bajo,No,True,5.0,No,EUR
422,Tubería,HomeBuilder Tubería,HomeBuilder,HomeBuilder - Tubería resistente para construcción profesional,m²,85.24,Mármol,Baja,Fácil,Bajo,No,True,85.24,No,EUR
423,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos macizo para construcción profesional,saco,619.38,Laminado,Alta,Compleja,Medio,Sí,True,309.69,No,EUR
424,Varillas,BuildPro Varillas,BuildPro,BuildPro - Varillas alta calidad para construcción profesional,kg,956.87,Mármol,Baja,Media,Alto,No,True,19137.4,Sí,EUR
425,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas uso profesional para construcción profesional,unidad,138.02,Parquet,Media,Compleja,Alto,Sí,True,138.02,No,EUR
426,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques pesado para construcción profesional,rollo,818.24,Cerámica,Alta,Media,Bajo,No,True,818.24,Sí,EUR
427,Bloques,MaxiMaterials Bloques,MaxiMaterials,MaxiMaterials - Bloques pesado para construcción profesional,litro,675.21,Laminado,Baja,Media,Bajo,Sí,True,675.21,No,EUR
428,Clavos,MasterBuild Clavos,MasterBuild,MasterBuild - Clavos resistente para construcción profesional,rollo,623.46,Laminado,Media,Compleja,Medio,No,True,623.46,Sí,EUR
429,Madera,BuildMaster Madera,BuildMaster,BuildMaster - Madera alta calidad para construcción profesional,metro lineal,265.41,Vinilo,Media,Compleja,Medio,Sí,True,265.41,Sí,EUR
430,Cable eléctrico,Construmax Cable eléctrico,Construmax,Construmax - Cable eléctrico uso profesional para construcción profesional,m²,461.24,Piedra Natural,Baja,Media,Bajo,No,True,461.24,No,EUR
431,Grava,Construmax Grava,Construmax,"Construmax - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Laminado,Alta,Compleja,Medio,Sí,True,5.6,No,EUR
432,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos uso profesional para construcción profesional,kg,372.56,Parquet,Baja,Fácil,Alto,No,True,7451.2,Sí,EUR
433,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques decorativo para construcción profesional,metro lineal,937.6,Laminado,Baja,Fácil,Alto,No,True,937.6,Sí,EUR
434,Madera,BuildPro Madera,BuildPro,BuildPro - Madera durable para construcción profesional,rollo,183.57,Mármol,Baja,Compleja,Bajo,No,True,183.57,Sí,EUR
435,Ladrillos,EliteTools Ladrillos,EliteTools,EliteTools - Ladrillos térmico para construcción profesional,m²,794.4,Laminado,Baja,Fácil,Alto,Sí,True,794.4,Sí,EUR
436,Pintura,BuildMaster Pintura,BuildMaster,BuildMaster - Pintura alta calidad para construcción profesional,rollo,35.97,Parquet,Alta,Media,Alto,Sí,True,35.97,No,EUR
437,Azulejos,EliteTools Azulejos,EliteTools,EliteTools - Azulejos uso profesional para construcción profesional,metro lineal,976.42,Parquet,Alta,Fácil,Medio,Sí,True,976.42,Sí,EUR
438,Tornillos,ProConstruct Tornillos,ProConstruct,ProConstruct - Tornillos alta calidad para construcción profesional,kg,582.54,Mármol,Alta,Compleja,Alto,Sí,True,11650.8,No,EUR
439,Arena,Construmax Arena,Construmax,Construmax - Arena para concreto para construcción profesional,saco (25 kg),2.5,Mármol,Baja,Compleja,Medio,No,True,5.0,Sí,EUR
440,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena para concreto para construcción profesional,saco (25 kg),2.5,Parquet,Baja,Fácil,Alto,No,True,5.0,No,EUR
441,Impermeabilizantes,BuildMaster Impermeabilizantes,BuildMaster,BuildMaster - Impermeabilizantes alta calidad para construcción profesional,m³,427.88,Laminado,Baja,Media,Medio,Sí,True,427.88,No,EUR
442,Cable eléctrico,BuildPro Cable eléctrico,BuildPro,BuildPro - Cable eléctrico uso profesional para construcción profesional,rollo,574.45,Cerámica,Media,Compleja,Medio,Sí,True,574.45,Sí,EUR
443,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos durable para construcción profesional,rollo,67.28,Parquet,Baja,Fácil,Alto,Sí,True,67.28,Sí,EUR
444,Impermeabilizantes,MasterBuild Impermeabilizantes,MasterBuild,MasterBuild - Impermeabilizantes uso profesional para construcción profesional,rollo,913.4,Vinilo,Media,Fácil,Alto,No,True,913.4,Sí,EUR
445,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores uso profesional para construcción profesional,litro,931.07,Piedra Natural,Alta,Compleja,Bajo,No,True,931.07,No,EUR
446,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores durable para construcción profesional,metro lineal,969.72,Mármol,Alta,Media,Alto,Sí,True,969.72,Sí,EUR
447,Tornillos,HomeBuilder Tornillos,HomeBuilder,HomeBuilder - Tornillos alta calidad para construcción profesional,kg,130.95,Parquet,Baja,Media,Medio,Sí,True,2619.0,No,EUR
448,Grava,Construmax Grava,Construmax,Construmax - Grava clasificada para construcción profesional,saco (25 kg),2.8,Mármol,Alta,Media,Bajo,Sí,True,5.6,Sí,EUR
449,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,litro,241.47,Piedra Natural,Media,Media,Alto,No,True,241.47,Sí,EUR
450,Tornillos,MaxiMaterials Tornillos,MaxiMaterials,MaxiMaterials - Tornillos uso profesional para construcción profesional,unidad,498.63,Laminado,Baja,Compleja,Alto,Sí,True,498.63,Sí,EUR
451,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos durable para construcción profesional,kg,887.46,Vinilo,Media,Compleja,Medio,No,True,17749.2,No,EUR
